customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
6919-ELBGL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6265-SXWBU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7410-OIEDU,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
0585-EGDDA,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3926-CUQZX,Yes,No,DSL,No,No,No,No,No,No
4424-TKOPW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
0347-UBKUZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1846-XWOQN,Yes,No,Fiber optic,No,No,No,No,No,No
5652-MSDEY,Yes,Yes,Fiber optic,No,No,No,No,No,No
5196-WPYOW,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5299-RULOA,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5440-VHLUL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6161-UUUTA,Yes,No,Fiber optic,No,No,No,No,Yes,No
6383-ZTSIW,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
1077-HUUJM,Yes,No,Fiber optic,No,No,No,No,No,No
1212-GLHMD,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
9068-FHQHD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4456-RHSNB,Yes,No,DSL,No,No,Yes,No,No,No
4476-OSWTN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6166-ILMNY,Yes,No,Fiber optic,No,No,No,No,No,No
4587-NUKOX,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1427-VERSM,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2692-AQCPF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2483-XSSMZ,Yes,No,DSL,Yes,No,No,No,No,No
9962-BFPDU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5370-IIVVL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5232-NXPAY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
7305-ZWMAJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7746-QYVCO,Yes,No,DSL,Yes,Yes,No,No,No,No
8617-ENBDS,Yes,No,Fiber optic,No,No,Yes,No,No,No
9258-CNWAC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4342-HFXWS,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
7074-STDCN,No,No phone service,DSL,No,No,No,Yes,No,Yes
5845-BZZIB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7880-XSOJX,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
7293-LSCDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9909-IDLEK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
9524-EGPJC,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
7714-YXSMB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6893-ODYYE,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No
0895-DQHEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8325-QRPZR,Yes,No,Fiber optic,No,No,Yes,No,No,No
3887-PBQAO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4951-UKAAQ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
7361-YPXFS,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No
9389-ACWBI,Yes,No,Fiber optic,No,No,No,No,No,No
6950-TWMYB,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
0643-OKLRP,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
0697-ZMSWS,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3795-CAWEX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8212-DJRCH,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes
1270-XKUCC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7893-IXHRQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5887-IKKYO,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1371-OJCEK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8990-YOZLV,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
3724-BSCVH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8039-EQPIM,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
1685-BQULA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5168-MSWXT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
9036-CSKBW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0016-QLJIS,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6339-TBELP,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
1251-KRREG,Yes,Yes,DSL,No,Yes,No,No,No,No
3739-YBWAB,No,No phone service,DSL,Yes,No,Yes,No,No,No
6519-ZHPXP,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4570-QHXHL,Yes,No,DSL,No,No,No,No,No,No
6435-VWCCY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
0019-EFAEP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
1559-DTODC,No,No phone service,DSL,No,No,No,No,No,No
2476-YGEFM,Yes,Yes,Fiber optic,No,No,No,No,No,No
9633-DENPU,Yes,No,DSL,No,Yes,No,No,Yes,No
7481-ATQQS,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
1156-ZFYDO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8058-INTPH,Yes,No,Fiber optic,No,No,No,No,Yes,No
5277-ZLOOR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
9837-FWLCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2263-SFSQZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0496-AHOOK,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
3719-TDVQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2748-MYRVK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0078-XZMHT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
4283-FUTGF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5886-VLQVU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
9445-ZUEQE,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
3865-QBWSJ,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
0130-SXOUN,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
2560-QTSBS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9509-MPYOD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1905-OEILC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7055-HNEOJ,Yes,No,DSL,No,No,Yes,Yes,No,No
9746-UGFAC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0428-AXXLJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1354-YZFNB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5730-RIITO,No,No phone service,DSL,Yes,Yes,No,No,No,No
8118-TJAFG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
7396-VJUZB,Yes,No,DSL,No,No,No,No,No,No
5747-PMBSQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
3590-TCXTB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7311-MQJCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2703-AMTUL,Yes,No,DSL,Yes,Yes,No,No,No,No
1976-AZZPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No
0565-IYCGT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9894-QMIMJ,Yes,No,DSL,No,Yes,Yes,No,No,No
6762-NSODU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2971-SGAFL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5681-LLOEI,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
5133-POWUA,Yes,No,DSL,No,No,No,No,No,No
7721-JXEAW,No,No phone service,DSL,No,Yes,No,No,No,Yes
1442-BQPVU,No,No phone service,DSL,No,Yes,No,No,No,No
2391-IPLOP,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
3633-CDBUW,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5935-FCCNB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4906-ZHGPK,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
5243-SAOTC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
6734-FQAJX,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3705-RHRFR,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0701-RFGFI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4822-YCXMX,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
0203-HHYIJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7729-XBTWX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6410-LEFEN,Yes,No,DSL,No,No,No,No,No,No
6680-WKXRZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
2055-PDADH,Yes,No,Fiber optic,No,No,No,No,No,No
5449-FIBXJ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4716-MRVEN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0118-JPNOY,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
0386-CWRGM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2927-CVULT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
5799-JRCZO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8400-WZICQ,Yes,No,DSL,Yes,Yes,No,No,No,No
1600-DILPE,Yes,No,DSL,No,No,No,No,No,No
3496-LFSZU,Yes,No,Fiber optic,No,No,No,No,No,No
4878-BUNFV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7471-MQPOS,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
2260-USTRB,Yes,No,Fiber optic,No,No,No,No,No,No
2159-TURXX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6961-MJKBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5317-FLPJF,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
4703-MQYKT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No
1852-QSWCD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9408-SSNVZ,Yes,No,Fiber optic,No,No,No,No,No,No
4174-LPGTI,Yes,No,DSL,No,Yes,No,Yes,No,Yes
9462-MJUAW,Yes,Yes,DSL,No,No,No,No,No,No
6377-WHAOX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6537-QLGEX,No,No phone service,DSL,Yes,No,No,No,Yes,No
2450-ZKEED,Yes,No,DSL,No,No,Yes,Yes,No,No
3597-YASZG,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
8565-CLBZW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
8670-ERCJH,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7860-KSUGX,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
9152-AMKAK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6437-UKHMV,Yes,No,Fiber optic,No,No,No,No,Yes,No
3453-RTHJQ,Yes,No,Fiber optic,No,No,No,No,No,No
5924-IFQTT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
7032-LMBHI,Yes,Yes,DSL,Yes,No,No,No,Yes,No
8456-QDAVC,Yes,No,Fiber optic,No,No,No,No,Yes,No
8966-OIQHG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7883-ROJOC,Yes,No,DSL,No,No,No,No,No,No
3091-FYHKI,No,No phone service,DSL,No,No,No,No,No,Yes
6171-ZTVYB,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
1409-PHXTF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2073-QBVBI,No,No phone service,DSL,No,Yes,No,Yes,No,No
6745-JEFZB,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
0898-XCGTF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5158-RIVOP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6723-WSNTY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5839-SUYVZ,Yes,No,Fiber optic,No,No,No,Yes,No,No
0096-FCPUF,Yes,Yes,DSL,Yes,No,No,No,No,Yes
7964-VEXDG,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2171-UDMFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9367-WXLCH,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2055-BFOCC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2753-JMMCV,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
9799-CAYJJ,Yes,No,Fiber optic,No,No,No,No,No,No
2139-FQHLM,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
0516-VRYBW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8263-OKETD,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
7908-QCBCA,Yes,No,Fiber optic,No,No,No,No,No,No
6689-VRRTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8976-OQHGT,Yes,No,DSL,No,Yes,No,Yes,No,No
2387-KDZQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0942-KOWSM,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3549-ZTMNH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4999-IEZLT,No,No phone service,DSL,No,No,No,Yes,No,No
2691-NZETQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
8417-GSODA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4890-VMUAV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
5278-PNYOX,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
8865-TNMNX,Yes,No,DSL,No,Yes,No,No,No,No
8012-SOUDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
0139-IVFJG,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No
7402-PWYJJ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
8208-EUMTE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5313-FPXWG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5816-QVHRX,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3174-RKMOW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2363-BJLSL,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
2180-DXNEG,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5089-IFSDP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3982-JGSFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0862-PRCBS,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
4911-BANWH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3401-URHDA,Yes,Yes,DSL,Yes,No,No,Yes,No,No
6311-UEUME,Yes,No,Fiber optic,No,No,No,No,Yes,No
1167-OYZJF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6394-MFYNG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9473-CBZOP,Yes,Yes,DSL,Yes,No,Yes,No,No,No
3717-OEAUQ,Yes,No,Fiber optic,No,No,No,No,No,No
8146-QQKZH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6332-FBZRI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4377-VDHYI,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
8268-YDIXR,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
2458-EOMRE,Yes,No,DSL,Yes,No,Yes,No,No,Yes
4588-YBNIB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9030-QGZNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9365-SRSZE,Yes,No,Fiber optic,No,No,No,No,No,No
2684-EIWEO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
7338-ERIVA,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
1597-FZREH,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
8430-TWCBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7398-SKNQZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6217-TOWGS,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes
8735-SDUFN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6715-OFDBP,Yes,No,DSL,No,No,Yes,No,Yes,Yes
6302-JGYRJ,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
2320-SLKMB,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
0231-LXVAP,Yes,No,Fiber optic,No,No,No,Yes,No,No
7614-QVWQL,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5327-CNLUQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
6646-JPPHA,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
1696-HXOWK,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
2800-QQUSO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
2995-UPRYS,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
1541-ETJZO,Yes,Yes,DSL,No,No,Yes,Yes,No,No
3612-YUNGG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0254-FNMCI,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7762-URZQH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4803-AXVYP,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
7873-CVMAW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4513-CXYIX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
7861-UVUFT,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
8792-AOROI,Yes,No,DSL,Yes,No,No,Yes,No,Yes
4012-YCFAI,Yes,No,DSL,Yes,Yes,No,Yes,No,No
7206-GZCDC,Yes,No,Fiber optic,No,No,No,No,No,No
8883-ANODQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
5696-CEIQJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2027-WKXMW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4488-KQFDT,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4993-JCRGJ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
8441-SHIPE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1703-MGIAB,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
2108-XWMPY,No,No phone service,DSL,Yes,Yes,No,No,No,No
7395-IGJOS,Yes,No,Fiber optic,No,No,No,No,No,Yes
4750-UKWJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0298-XACET,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No
5159-YFPKQ,Yes,No,Fiber optic,No,No,Yes,No,No,No
2833-SLKDQ,Yes,No,DSL,No,No,No,No,No,No
7073-QETQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4827-LTQRJ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9309-BZGNT,No,No phone service,DSL,No,No,Yes,No,No,No
0887-HJGAR,Yes,No,DSL,No,No,No,No,No,No
5627-TVBPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5650-VDUDS,No,No phone service,DSL,No,No,No,No,No,No
5777-ZPQNC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6094-ZIVKX,Yes,No,DSL,Yes,No,Yes,No,No,No
7971-HLVXI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3556-BVQGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8752-STIVR,Yes,No,Fiber optic,No,No,No,No,Yes,No
6270-OMFIW,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
9889-TMAHG,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
6198-ZFIOJ,Yes,Yes,Fiber optic,No,No,No,No,No,No
0224-NIJLP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0348-SDKOL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5220-AGAAX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4285-GYRQC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
7511-YMXVQ,No,No phone service,DSL,No,No,No,No,Yes,Yes
6173-ITPWD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
8008-ESFLK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0042-JVWOJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8992-VONJD,Yes,No,DSL,Yes,Yes,No,No,No,No
2812-ENYMO,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
2135-DQWAQ,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
2202-CUYXZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5124-EOGYE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8250-ZNGGW,Yes,No,DSL,Yes,Yes,No,Yes,No,No
0613-WUXUM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8809-XKHMD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
9495-SKLKD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1813-JYWTO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
1614-JBEBI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6296-DDOOR,Yes,No,DSL,No,Yes,No,No,Yes,No
2924-KHUVI,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8200-LGKSR,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
2439-LYPMQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4415-WNGVR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
2223-KAGMX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1449-XQEMT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3181-MIZBN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5862-BRIXZ,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5981-ITEMU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2452-MRMZF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2373-NTKOD,Yes,No,DSL,No,No,No,No,Yes,Yes
8242-PDSGJ,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
2725-TTRIQ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
7074-IEVOJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4178-EGMON,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
2545-EBUPK,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1986-PHGZF,Yes,Yes,DSL,Yes,Yes,No,No,No,No
9518-RWHZL,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8071-SBTRN,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0274-JKUJR,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
5451-YHYPW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8679-JOEVF,Yes,No,DSL,No,No,No,Yes,Yes,No
8361-LTMKD,Yes,Yes,Fiber optic,No,No,No,No,No,No
2673-CXQEU,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7343-EOBEU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7094-MSZAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6097-EQISJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9693-XMUOB,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
6892-BOGQE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1576-PFZIW,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1273-MTETI,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
1575-KRZZE,Yes,No,DSL,Yes,Yes,No,No,No,No
2636-ALXXZ,Yes,No,Fiber optic,No,No,No,No,No,No
4484-GLZOU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5781-RFZRP,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
0603-TPMIB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6972-SNKKW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4373-MAVJG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
8849-GYOKR,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5908-QMGOE,Yes,Yes,Fiber optic,No,No,No,No,No,No
1577-HKTFG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7401-RUBNK,Yes,No,Fiber optic,Yes,No,No,No,No,No
7823-JSOAG,Yes,Yes,Fiber optic,No,No,No,No,No,No
8079-XRJRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4353-HYOJD,Yes,No,DSL,No,Yes,No,No,No,No
4883-KCPZJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
